"","ID","TYPE","WDPAID","WDPA_PID","PA_DEF","NAME","ORIG_NAME","GOV_TYPE","MANG_AUTH","STATUS","STATUS_YR","REP_M_AREA","GIS_M_AREA","REP_AREA","GIS_AREA","DESIG_TYPE","IUCN_CAT","DESIG_ENG","INT_CRIT","MARINE","NO_TAKE","NO_TK_AREA","OWN_TYPE","SUB_LOC","PARENT_ISO3","ISO3","collab_gov","transboundary","private","nonprofit","local","indigenous","sub_national","federal","missing","gov_clean","estado"
"5044",193286,"Polygon",555599589,"555599589",1,"Área de Conservación del Mazate del Ejido Cerro de la Concha","Área de Conservación del Mazate del Ejido Cerro de la Concha","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,17.9054,17.99224106,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5045",193287,"Polygon",555599844,"555599844",1,"Tierra Silvestre Cañón del Diablo","Tierra Silvestre Cañón del Diablo","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,224,0.2341756887,"National","Ib","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-COA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Coahuila"
"5046",193288,"Polygon",555599858,"555599858",1,"Zona de Uso Común I y Zona VIII","Zona de Uso Común I y Zona VIII","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,12.648696,12.73049157,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5047",193289,"Polygon",555599574,"555599574",1,"ANP Cerro de los Manantiales","ANP Cerro de los Manantiales","Individual landowners","National Commission of Natural Protected Areas","Designated",2008,0,0,39.034306,37.16264133,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5048",193290,"Polygon",555599605,"555599605",1,"Área de Conservación La Caverna","Área de Conservación La Caverna","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,14.1486,15.87655329,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5049",193291,"Polygon",555599593,"555599593",1,"Área de Conservación Ecológica de Huehuetepec","Área de Conservación Ecológica de Huehuetepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,9.7855,10.29222219,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5050",193292,"Polygon",555599602,"555599602",1,"Área de Conservación Ecológica de Tecoyo","Área de Conservación Ecológica de Tecoyo","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,10.257052,10.32111608,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5051",193293,"Polygon",555599591,"555599591",1,"Área de Conservación Ecológica de Colombia de Guadalupe","Área de Conservación Ecológica de Colombia de Guadalupe","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,6.31189,6.350172416,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5052",193294,"Polygon",555599571,"555599571",1,"ANP Área de Conservación Ecológica de Malinaltepec","ANP Área de Conservación Ecológica de Malinaltepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2008,0,0,2.531708,2.610513724,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5053",193295,"Polygon",555599588,"555599588",1,"Área de Conservación del Faisán Real del Ejido Rancho Faisán","Área de Conservación del Faisán Real del Ejido Rancho Faisán","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,42.0869,42.22914996,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5054",193296,"Polygon",555599584,"555599584",1,"Área de Conservación de la Cycada del Ejido Emiliano Zapata","Área de Conservación de la Cycada del Ejido Emiliano Zapata","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,7.1371,7.164866533,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5055",193297,"Polygon",555599583,"555599583",1,"Área de Conservación de la Cicada y la Pata de Elefante del Ejido Leyes de Reforma","Área de Conservación de la Cicada y la Pata de Elefante del Ejido Leyes de Reforma","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,29.9211,30.13021289,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5056",193298,"Polygon",555599598,"555599598",1,"Área de Conservación Ecológica de San Miguel del Progreso","Área de Conservación Ecológica de San Miguel del Progreso","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,2.77,2.619334999,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5057",193299,"Polygon",555599597,"555599597",1,"Área de Conservación Ecológica de San Lucas Teocuitlapa","Área de Conservación Ecológica de San Lucas Teocuitlapa","Individual landowners","National Commission of Natural Protected Areas","Designated",2009,0,0,10.24,11.10477814,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5058",193301,"Polygon",555599608,"555599608",1,"Área de Conservacion Paso Nuevo La Hamaca","Área de Conservacion Paso Nuevo La Hamaca","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,6,6.102150612,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5059",193302,"Polygon",555599551,"555599551",1,"(Parcela) 32 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 32 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.076294,0.02372200967,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5060",193303,"Polygon",555599556,"555599556",1,"(Parcela) 49 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 49 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0498,0.02852549691,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5061",193304,"Polygon",555599563,"555599563",1,"(Parcela) 68 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 68 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0454,0.05002433712,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5062",193305,"Polygon",555599543,"555599543",1,"(Parcela) 10 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 10 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.1357,0.09817999839,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5063",193306,"Polygon",555599544,"555599544",1,"(Parcela) 13 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 13 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0866,0.07439445776,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5064",193307,"Polygon",555599549,"555599549",1,"(Parcela) 28 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 28 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0451,0.05412676376,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5065",193308,"Polygon",555599565,"555599565",1,"(Parcela) 73 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 73 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0303,0.02711927684,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5066",193309,"Polygon",555599561,"555599561",1,"(Parcela) 62 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 62 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.082,0.04742565105,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5067",193310,"Polygon",555599558,"555599558",1,"(Parcela) 55 Z-1 P1/1 (Ejido Boca del Monte)","(Parcela) 55 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.0739,0.03663919729,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5068",193311,"Polygon",555599607,"555599607",1,"Área de Conservación Nopalera del Rosario","Área de Conservación Nopalera del Rosario","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,42,41.00312891,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5069",193312,"Polygon",555599781,"555599781",1,"Rancho Emanuel","Rancho Emanuel","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,11.53,0.1228670076,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5070",193313,"Polygon",555599760,"555599760",1,"Much Kanan K'aax","Much Kanan K'aax","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,12.3,12.83777291,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-ROO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Quintana Roo"
"5071",193314,"Polygon",555599541,"555599541",1,"(Parcela)   5 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela)   5 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.178515,0.1802574939,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5072",193315,"Polygon",555599550,"555599550",1,"(Parcela) 30 Z-1 P1-1 (Ejido Boca del Monte)","(Parcela) 30 Z-1 P1-1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.05899,0.05349626862,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5073",193316,"Polygon",555599720,"555599720",1,"Finca Monte Carlo","Finca Monte Carlo","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,1.155,1.652056793,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5074",193317,"Polygon",555599618,"555599618",1,"Área Natural Protegida del Bicentenario Santa Clara El Corte","Área Natural Protegida del Bicentenario Santa Clara El Corte","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.3,0.7132581448,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5075",193318,"Polygon",555599872,"555599872",1,"Zonas de Uso Común I,II,III y IV","Zonas de Uso Común I,II,III y IV","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,67.574393,15.09234081,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5076",193319,"Polygon",555599564,"555599564",1,"(Parcela) 70 Z-1 P1-1 (Ejido Chivela)","(Parcela) 70 Z-1 P1-1 (Ejido Chivela)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.360734,0.3619144829,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5077",193320,"Polygon",555599581,"555599581",1,"Área de Conservación Cañada del Iris","Área de Conservación Cañada del Iris","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,7.92,7.989118381,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5078",193321,"Polygon",555599810,"555599810",1,"Rincón del Limo (Ejido Huixtepec)","Rincón del Limo (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.02,0.02211493968,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5079",193322,"Polygon",555599690,"555599690",1,"El Pantano (Ejido Huixtepec)","El Pantano (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.07,0.06860617604,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5080",193324,"Polygon",555599610,"555599610",1,"Área de Conservación San Felipe de León","Área de Conservación San Felipe de León","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,35,35.1202141,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5081",193325,"Polygon",555599554,"555599554",1,"(Parcela) 424 Z-4 P1-1 (Ejido Plan de San Luis)","(Parcela) 424 Z-4 P1-1 (Ejido Plan de San Luis)","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.160035,0.1262942701,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5082",193326,"Polygon",555599683,"555599683",1,"El Cordón del Retén","El Cordón del Retén","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,153.2854,154.2268188,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5083",193327,"Polygon",555599774,"555599774",1,"Parque Ecológico Tuzandepetl","Parque Ecológico Tuzandepetl","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,11.04,11.09461335,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-VER","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Veracruz"
"5084",193328,"Polygon",555599780,"555599780",1,"Rancho El Aribabi Fracción A","Rancho El Aribabi Fracción A","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,39.51,41.98253981,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-SON","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Sonora"
"5085",193329,"Polygon",555599784,"555599784",1,"Reserva Bio Ventura","Reserva Bio Ventura","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,2.078559,1.447026175,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TAM","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tamaulipas"
"5086",193330,"Polygon",555599847,"555599847",1,"Tres Cerros (Ejido Huixtepec)","Tres Cerros (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.009090789785,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5087",193331,"Polygon",555599596,"555599596",1,"Área de Conservación Ecológica de San José Buenavista","Área de Conservación Ecológica de San José Buenavista","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,3.585454,3.597583435,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5088",193332,"Polygon",555599609,"555599609",1,"Área de Conservación San Antonio Analco","Área de Conservación San Antonio Analco","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,20.5,20.27949745,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5089",193333,"Polygon",555599616,"555599616",1,"Área Natural Protegida del Bicentenario Conjunto Predial El Tecajete, Las Águilas y Santo Tomas","Área Natural Protegida del Bicentenario Conjunto Predial El Tecajete, Las Águilas y Santo Tomas","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,4.6,3.021774458,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5090",193334,"Polygon",555599878,"555599878",1,"Área Natural Protegida del Bicentenario Fracción Uno de la Hacienda de Tlacotla, Rancho El Pardo","Área Natural Protegida del Bicentenario Fracción Uno de la Hacienda de Tlacotla, Rancho El Pardo","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,0.98375,0.9265045244,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5091",193335,"Polygon",555599594,"555599594",1,"Area de Conservación Ecológica de Pueblo Hidalgo","Area de Conservación Ecológica de Pueblo Hidalgo","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,79.0764,79.58021934,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5092",193336,"Polygon",555599599,"555599599",1,"Area de Conservación Ecológica de San Vicente Zoyatlán","Area de Conservación Ecológica de San Vicente Zoyatlán","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,39.1318,39.37608228,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5093",193337,"Polygon",555599568,"555599568",1,"44 Z-1 P1/1 (Ejido Boca del Monte)","44 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.048453,0.05955237102,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5094",193338,"Polygon",555599567,"555599567",1,"34 Z-1 P1/1 (Ejido Boca del Monte)","34 Z-1 P1/1 (Ejido Boca del Monte)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.05924,0.0485875296,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5095",193339,"Polygon",555599776,"555599776",1,"Pequeña Propiedad del Sr. Epifanio Francisco Pacheco","Pequeña Propiedad del Sr. Epifanio Francisco Pacheco","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.057041,0.0573389036,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5096",193341,"Polygon",555599603,"555599603",1,"Área de Conservación Ecológica de Totomixtlahuaca","Área de Conservación Ecológica de Totomixtlahuaca","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,41.608735,42.04359763,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5097",193342,"Polygon",555599623,"555599623",1,"Area Natural Protegida El Nacimiento","Area Natural Protegida El Nacimiento","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,2.04453,2.335352986,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-TLA","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Tlaxcala"
"5098",193343,"Polygon",555599766,"555599766",1,"Paraje (Ejido Huixtepec)","Paraje (Ejido Huixtepec)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.01,0.01090476799,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5099",193344,"Polygon",555599790,"555599790",1,"Reserva Las Guacamayas","Reserva Las Guacamayas","Individual landowners","National Commission of Natural Protected Areas","Designated",2010,0,0,14.5413421,15.69286173,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-CHP","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Chiapas"
"5100",193345,"Polygon",555599604,"555599604",1,"Area de Conservación Ecológica de Zitlaltepec","Area de Conservación Ecológica de Zitlaltepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,26.4889,26.65568544,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5101",193346,"Polygon",555599652,"555599652",1,"Centro de Educación Ambiental Finca San Luis","Centro de Educación Ambiental Finca San Luis","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.1404902,0.148495666,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-YUC","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Yucatan"
"5102",193347,"Polygon",555599590,"555599590",1,"Area de Conservación Ecológica de Acatepec","Area de Conservación Ecológica de Acatepec","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,126.557054,127.0577503,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5103",193348,"Polygon",555599677,"555599677",1,"El Camalote 2 (Ejido Cuautepec y Anexos)","El Camalote 2 (Ejido Cuautepec y Anexos)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.0126389,0.01271005015,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5104",193349,"Polygon",555599688,"555599688",1,"El Palmar (Ejido Copala y sus Anexos)","El Palmar (Ejido Copala y sus Anexos)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.046478,0.04720858158,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5105",193350,"Polygon",555599676,"555599676",1,"El Camalote (Ejido Cuautepec y Anexos)","El Camalote (Ejido Cuautepec y Anexos)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.02,0.02384316511,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5106",193351,"Polygon",555599657,"555599657",1,"Cerro El Ocote, La Parcela y El Puma Rosa (Ejido Jalapa)","Cerro El Ocote, La Parcela y El Puma Rosa (Ejido Jalapa)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.02,0.07449675942,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5107",193352,"Polygon",555621333,"555621333",1,"El Ceibo (Ejido Jalapa)","El Ceibo (Ejido Jalapa)","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,0.1,0.01039589709,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5108",193353,"Polygon",555599685,"555599685",1,"El Fuerte","El Fuerte","Individual landowners","National Commission of Natural Protected Areas","Designated",2011,0,0,9.8812,9.925556794,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-OAX","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Oaxaca"
"5109",193354,"Polygon",555599592,"555599592",1,"Área de Conservacion Ecologica de Cualac","Área de Conservacion Ecologica de Cualac","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,69.580449,70.01513345,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
"5110",193355,"Polygon",555599811,"555599811",1,"Rumbo a Agua Fría","Rumbo a Agua Fría","Individual landowners","National Commission of Natural Protected Areas","Designated",2012,0,0,0.02,0.02068400227,"National","VI","Voluntary Conservation Area","Not Applicable",0,"Not Applicable",0,"Individual landowners","MX-GRO","MEX","MEX",0,0,1,0,0,0,0,0,0,"private","Guerrero"
